Questions,Followers,Answered,Link
How can convert malimg.npz (Kaggle malware image dataset) into its corresponding images stored in it?,2,0,/unanswered/How-can-convert-malimg-npz-Kaggle-malware-image-dataset-into-its-corresponding-images-stored-in-it
What was your journey from being a beginner to getting a Kaggle medal? What resources/courses did you use?,2,0,/unanswered/What-was-your-journey-from-being-a-beginner-to-getting-a-Kaggle-medal-What-resources-courses-did-you-use
What are the most important criteria for hiring a freelancer data scientist? Do hiring managers consider uploaded Kaggle Kernels for hiring a candidate?,4,1,/What-are-the-most-important-criteria-for-hiring-a-freelancer-data-scientist-Do-hiring-managers-consider-uploaded-Kaggle-Kernels-for-hiring-a-candidate
"Should I go with Internshala's data science program or try it from Udemy, Kaggle, etc?",1,0,/unanswered/Should-I-go-with-Internshalas-data-science-program-or-try-it-from-Udemy-Kaggle-etc
"How do I get projects from Kaggle on data science, so that I can reflect it on my CV?",1,1,/How-do-I-get-projects-from-Kaggle-on-data-science-so-that-I-can-reflect-it-on-my-CV
How can I use machine learning on NBA shot log data from Kaggle to answer interesting questions?,2,0,/unanswered/How-can-I-use-machine-learning-on-NBA-shot-log-data-from-Kaggle-to-answer-interesting-questions
"What is the sequence of steps to run an existing kernel on Kaggle and see the subsequent results, without having to manually copy and paste the codes into a new kernel?",4,0,/unanswered/What-is-the-sequence-of-steps-to-run-an-existing-kernel-on-Kaggle-and-see-the-subsequent-results-without-having-to-manually-copy-and-paste-the-codes-into-a-new-kernel
"In a passenger screening algorithm challenge by the Department of Homeland Security (still active on Kaggle), why did they choose log loss as an evaluation matrix?",3,0,/unanswered/In-a-passenger-screening-algorithm-challenge-by-the-Department-of-Homeland-Security-still-active-on-Kaggle-why-did-they-choose-log-loss-as-an-evaluation-matrix
How long does it take to get a reasonable score in Kaggle competitions for professional software developers?,2,0,/unanswered/How-long-does-it-take-to-get-a-reasonable-score-in-Kaggle-competitions-for-professional-software-developers
How can I read a CSV file from my Kaggle Kernel in R language?,1,1,/How-can-I-read-a-CSV-file-from-my-Kaggle-Kernel-in-R-language
"Does Kaggle Competition test data contain missing values? If you deal with missing values in the training data by dropping samples, what do you do with missing values in the test data?",5,1,/Does-Kaggle-Competition-test-data-contain-missing-values-If-you-deal-with-missing-values-in-the-training-data-by-dropping-samples-what-do-you-do-with-missing-values-in-the-test-data
"Where do you see Kaggle in next 10 years, Evolving to a product or consulting company?",0,0,/unanswered/Where-do-you-see-Kaggle-in-next-10-years-Evolving-to-a-product-or-consulting-company
What is the meaning/definition of Kaggle's score? Model's AUC?,1,0,/unanswered/What-is-the-meaning-definition-of-Kaggles-score-Models-AUC
"How many Kaggle competitions do I have to participate and earn a decent rank in, in order to get into the top 100?",27,0,/unanswered/How-many-Kaggle-competitions-do-I-have-to-participate-and-earn-a-decent-rank-in-in-order-to-get-into-the-top-100
How can one go about the idea of research in their undergraduate (3rd year beginning) if he/she has had some experience with Machine Learning of about 6 months and played around with some Kaggle competitions in Pakistan?,5,1,/How-can-one-go-about-the-idea-of-research-in-their-undergraduate-3rd-year-beginning-if-he-she-has-had-some-experience-with-Machine-Learning-of-about-6-months-and-played-around-with-some-Kaggle-competitions-in-Pakistan
Why do many data scientists complain that Kaggle's data is clean even though it's usually in 5-6 separate files with tons of features missing a lot of values?,12,1,/Why-do-many-data-scientists-complain-that-Kaggles-data-is-clean-even-though-its-usually-in-5-6-separate-files-with-tons-of-features-missing-a-lot-of-values
Do you have to pay taxes on prize money you win from Kaggle competitions?,2,0,/unanswered/Do-you-have-to-pay-taxes-on-prize-money-you-win-from-Kaggle-competitions
Why do most data science students use random forests for Kaggle competition?,1,0,/unanswered/Why-do-most-data-science-students-use-random-forests-for-Kaggle-competition
How long can we take to provide a solution to a Kaggle Data Science competition problem?,1,0,/unanswered/How-long-can-we-take-to-provide-a-solution-to-a-Kaggle-Data-Science-competition-problem
"Can a tech employee at Amazon offer employee referral to any talented computer engineer with an impressive TopCoder, GitHub, Kaggle credentials?",4,1,/Can-a-tech-employee-at-Amazon-offer-employee-referral-to-any-talented-computer-engineer-with-an-impressive-TopCoder-GitHub-Kaggle-credentials
How can Kaggle provide so much computing resources for free? What is its business model? What profits does it make?,4,0,/unanswered/How-can-Kaggle-provide-so-much-computing-resources-for-free-What-is-its-business-model-What-profits-does-it-make
Can changing the value of set_seed play a significant role in how well you do in Kaggle since there are usually very small differences among Top Kagglers?,3,1,/Can-changing-the-value-of-set_seed-play-a-significant-role-in-how-well-you-do-in-Kaggle-since-there-are-usually-very-small-differences-among-Top-Kagglers
What kind of projects should I do in Kaggle to improve my profile for business analytics?,2,0,/unanswered/What-kind-of-projects-should-I-do-in-Kaggle-to-improve-my-profile-for-business-analytics
How has machine learning modeling on Kaggle changed from the early years to what it is today?,3,1,/q/xihpdhidtopqggpr/How-has-machine-learning-modeling-on-Kaggle-changed-from-the-early-years-to-what-it-is-today
Can you mention a kaggle kernel that will be helpful to get started with exploratory data analysis for a JSON file?,2,1,/Can-you-mention-a-kaggle-kernel-that-will-be-helpful-to-get-started-with-exploratory-data-analysis-for-a-JSON-file
Should I start a project on Kaggle or make an app if I want to earn money?,1,0,/unanswered/Should-I-start-a-project-on-Kaggle-or-make-an-app-if-I-want-to-earn-money
Is there an online platform for contests/testing of portfolio management/derivatives pricing algorithms in finance - similar to Kaggle in ML and CodeChef in programming?,4,0,/unanswered/Is-there-an-online-platform-for-contests-testing-of-portfolio-management-derivatives-pricing-algorithms-in-finance-similar-to-Kaggle-in-ML-and-CodeChef-in-programming
I need data sets for coronavirus. On which website can I find it apart from Kaggle?,1,0,/unanswered/I-need-data-sets-for-coronavirus-On-which-website-can-I-find-it-apart-from-Kaggle
"How did a Kaggle Grandmaster cheat in $25,000 AI contest with hidden code and was fired from a dream SV job?",3,0,/unanswered/How-did-a-Kaggle-Grandmaster-cheat-in-25-000-AI-contest-with-hidden-code-and-was-fired-from-a-dream-SV-job
Do you have remote workers/developers at Kaggle?,0,0,/unanswered/Do-you-have-remote-workers-developers-at-Kaggle
Do developers or students in China use Google Colab/Kaggle/AWS for studying machine learning/deep learning?,2,0,/unanswered/Do-developers-or-students-in-China-use-Google-Colab-Kaggle-AWS-for-studying-machine-learning-deep-learning
How did you come up with the idea for Kaggle? Was it a strategically planned idea? How has it evolved over the years?,0,0,/unanswered/How-did-you-come-up-with-the-idea-for-Kaggle-Was-it-a-strategically-planned-idea-How-has-it-evolved-over-the-years
"Where can I find a few data cleaning questions? Kaggle is good, but I want to solve a few questions strictly related to data cleaning and handling.",3,1,/Where-can-I-find-a-few-data-cleaning-questions-Kaggle-is-good-but-I-want-to-solve-a-few-questions-strictly-related-to-data-cleaning-and-handling
Where can I get some XML files to analyse? It does not seem to be in the Kaggle filter.,1,1,/Where-can-I-get-some-XML-files-to-analyse-It-does-not-seem-to-be-in-the-Kaggle-filter
"Given that many Kaggle competitions are won by ensembles that can't be understood well, would a ""no ensembles rule"" keep things interesting?",1,0,/unanswered/Given-that-many-Kaggle-competitions-are-won-by-ensembles-that-cant-be-understood-well-would-a-no-ensembles-rule-keep-things-interesting
How do I deal with huge data sets on Kaggle to perform computations and overcome Malloc errors?,1,0,/unanswered/How-do-I-deal-with-huge-data-sets-on-Kaggle-to-perform-computations-and-overcome-Malloc-errors
"Which will help landing a decent data science job? Getting a high rank on Kaggle with posting steps and solutions, or implementing research papers with TensorFlow and applying the solution on a mobile application?",4,1,/Which-will-help-landing-a-decent-data-science-job-Getting-a-high-rank-on-Kaggle-with-posting-steps-and-solutions-or-implementing-research-papers-with-TensorFlow-and-applying-the-solution-on-a-mobile-application
"What are some online websites/platforms apart from Kaggle, where I can find different kinds of data sets (solved- for reference/unsolved) for practice?",3,1,/What-are-some-online-websites-platforms-apart-from-Kaggle-where-I-can-find-different-kinds-of-data-sets-solved-for-reference-unsolved-for-practice
Does someone who hasn’t done any analysis of a dataset that doesn’t already exist in a tutorial have any chance of winning a kaggle competition?,2,0,/unanswered/Does-someone-who-hasn’t-done-any-analysis-of-a-dataset-that-doesn’t-already-exist-in-a-tutorial-have-any-chance-of-winning-a-kaggle-competition
Do you expect any diminished interest in sponsoring Kaggle competitions from companies that compete with Google?,0,0,/unanswered/Do-you-expect-any-diminished-interest-in-sponsoring-Kaggle-competitions-from-companies-that-compete-with-Google
"How do you get more inputs in Kaggle notebooks, like pre-trained models and jsons, etc.?",0,0,/unanswered/How-do-you-get-more-inputs-in-Kaggle-notebooks-like-pre-trained-models-and-jsons-etc
Automated essay scoring competition on kaggle; Are the grades on the valid set sample submission the real grades of the valid set or just samples?,1,0,/unanswered/Automated-essay-scoring-competition-on-kaggle-Are-the-grades-on-the-valid-set-sample-submission-the-real-grades-of-the-valid-set-or-just-samples
What are some international AI-specific (research/application) competitions for high school students (besides Kaggle)?,2,0,/unanswered/What-are-some-international-AI-specific-research-application-competitions-for-high-school-students-besides-Kaggle
"I am in 3rd year of college. Should I start solving questions on kaggle or focus on Algorithms, Databases etc., useful for placement interviews?",3,0,/unanswered/I-am-in-3rd-year-of-college-Should-I-start-solving-questions-on-kaggle-or-focus-on-Algorithms-Databases-etc-useful-for-placement-interviews
Can you recommend an ML prediction idea based on the Zomato dataset present in Kaggle for self-learning purposes?,2,0,/unanswered/Can-you-recommend-an-ML-prediction-idea-based-on-the-Zomato-dataset-present-in-Kaggle-for-self-learning-purposes
I am preparing for a Kaggle regression Competition. What are the prerequisites I need to knock it out of the park?,4,1,/I-am-preparing-for-a-Kaggle-regression-Competition-What-are-the-prerequisites-I-need-to-knock-it-out-of-the-park
Why is it so difficult for freshers to get a job as a data analyst/scientist? What would you recommend them to do other than try Kaggle and keep updating GitHub?,3,1,/Why-is-it-so-difficult-for-freshers-to-get-a-job-as-a-data-analyst-scientist-What-would-you-recommend-them-to-do-other-than-try-Kaggle-and-keep-updating-GitHub
What did your roadmap look like going forward if Google hadn't acquired Kaggle?,0,0,/unanswered/What-did-your-roadmap-look-like-going-forward-if-Google-hadnt-acquired-Kaggle
"How drastically different are Kaggle competitions among each other when you ignore domain knowledge and whether they focus on traditional ML, NLP computer vision?",0,0,/unanswered/How-drastically-different-are-Kaggle-competitions-among-each-other-when-you-ignore-domain-knowledge-and-whether-they-focus-on-traditional-ML-NLP-computer-vision
What do you do when you get stuck in improving your score in a kaggle competition?,1,0,/unanswered/What-do-you-do-when-you-get-stuck-in-improving-your-score-in-a-kaggle-competition
"Is there any platform for web developers, like Kaggle for data science, where we can get useful web development ideas and data?",3,1,/Is-there-any-platform-for-web-developers-like-Kaggle-for-data-science-where-we-can-get-useful-web-development-ideas-and-data
How was your experience in topping Kaggle competitions and becoming a grandmaster in the competition? What advice would you give to contributors and experts on it?,2,0,/unanswered/How-was-your-experience-in-topping-Kaggle-competitions-and-becoming-a-grandmaster-in-the-competition-What-advice-would-you-give-to-contributors-and-experts-on-it
"With backing from Google, what should we expect from the Kernel platform on Kaggle, in the next couple of years?",1,0,/unanswered/With-backing-from-Google-what-should-we-expect-from-the-Kernel-platform-on-Kaggle-in-the-next-couple-of-years
What do you make of Kaggle's recent layoffs?,3,0,/unanswered/What-do-you-make-of-Kaggles-recent-layoffs
What would be your recommendation of approach to small dataset kaggle competitions?,1,0,/unanswered/What-would-be-your-recommendation-of-approach-to-small-dataset-kaggle-competitions-1
"What are some smart techniques to be applied on the data, If I have to win a kaggle competition?",1,0,/unanswered/What-are-some-smart-techniques-to-be-applied-on-the-data-If-I-have-to-win-a-kaggle-competition
"How do I become better at Kaggle? I know Python programming well, but not any statistics.",1,0,/unanswered/How-do-I-become-better-at-Kaggle-I-know-Python-programming-well-but-not-any-statistics
I am a fresher and my resume gets rejected because I don't have projects. I am open to suggestions. What kind of projects should a fresher add in his or her resume for the profile of junior data scientist? Can we add projects from Kaggle if possible?,12,1,/I-am-a-fresher-and-my-resume-gets-rejected-because-I-dont-have-projects-I-am-open-to-suggestions-What-kind-of-projects-should-a-fresher-add-in-his-or-her-resume-for-the-profile-of-junior-data-scientist-Can-we-add
What is the biggest mistake you made with Kaggle?,0,0,/unanswered/What-is-the-biggest-mistake-you-made-with-Kaggle
Should I do a MSc in AI at University of Amsterdam or continue with MOOCs and start competing on Kaggle?,1,1,/Should-I-do-a-MSc-in-AI-at-University-of-Amsterdam-or-continue-with-MOOCs-and-start-competing-on-Kaggle
What are the data resources to practice MSBI and OLAP skills online? Do they have Kaggle for data science?,2,0,/unanswered/What-are-the-data-resources-to-practice-MSBI-and-OLAP-skills-online-Do-they-have-Kaggle-for-data-science
Where can I get the song/audio files of the Million Songs Dataset on Kaggle/LabROSA? I don't need all of them. Just a subset of it is enough.,2,0,/unanswered/Where-can-I-get-the-song-audio-files-of-the-Million-Songs-Dataset-on-Kaggle-LabROSA-I-dont-need-all-of-them-Just-a-subset-of-it-is-enough
How do you pull pre-trained model files in another Kaggle kernel to your notebook?,0,0,/unanswered/How-do-you-pull-pre-trained-model-files-in-another-Kaggle-kernel-to-your-notebook
"I was running the R sample from Kaggle knowledge (facial detection), but I got error messages. How can I fix it?",1,0,/unanswered/I-was-running-the-R-sample-from-Kaggle-knowledge-facial-detection-but-I-got-error-messages-How-can-I-fix-it
Is it legal for F1 visa holders to join competitions in Kaggle or Google Code Jam and win money?,1,0,/unanswered/Is-it-legal-for-F1-visa-holders-to-join-competitions-in-Kaggle-or-Google-Code-Jam-and-win-money
How did you get better at Kaggle?,0,0,/unanswered/How-did-you-get-better-at-Kaggle
"How can I select the dataset which can be used for my project? I have found a lot of datasets on Kaggle, but I am unable to identify the problem regarding those datasets.",2,1,/How-can-I-select-the-dataset-which-can-be-used-for-my-project-I-have-found-a-lot-of-datasets-on-Kaggle-but-I-am-unable-to-identify-the-problem-regarding-those-datasets
What do some Kaggle contests have too many features (like more than 300)?,1,0,/unanswered/What-do-some-Kaggle-contests-have-too-many-features-like-more-than-300
Does a platform like Kaggle exist for game development?,1,0,/unanswered/Does-a-platform-like-Kaggle-exist-for-game-development
How difficult (or easy) is Kaggle? A 17-year-old had just become a grandmaster. Is he a genius?,2,0,/unanswered/How-difficult-or-easy-is-Kaggle-A-17-year-old-had-just-become-a-grandmaster-Is-he-a-genius
"Andrew Ng: Do you think MOOCs + Open Source + Open Competition like Kaggle, TopCoder can become an alternate to traditional Education Model?",3,1,/Andrew-Ng-Do-you-think-MOOCs-+-Open-Source-+-Open-Competition-like-Kaggle-TopCoder-can-become-an-alternate-to-traditional-Education-Model
Are you planning to provide a stream API for all of the datasets of Kaggle?,0,0,/unanswered/Are-you-planning-to-provide-a-stream-API-for-all-of-the-datasets-of-Kaggle
How do I run adversarial attacks and defense Kaggle NIPS 2017 files on Windows?,1,0,/unanswered/How-do-I-run-adversarial-attacks-and-defense-Kaggle-NIPS-2017-files-on-Windows
Are invoice sample datasets available in CSV or PDF format? Kaggle has invoice trackers but not actual invoices.,1,0,/unanswered/Are-invoice-sample-datasets-available-in-CSV-or-PDF-format-Kaggle-has-invoice-trackers-but-not-actual-invoices
"Is it fine to create a tutorial post in my blog about a competition hosted on Kaggle, after it ended?",1,0,/unanswered/Is-it-fine-to-create-a-tutorial-post-in-my-blog-about-a-competition-hosted-on-Kaggle-after-it-ended
"Why am I not able to submit an output as a .csv file on Kaggle, using submission.to_csv()?",1,0,/unanswered/Why-am-I-not-able-to-submit-an-output-as-a-csv-file-on-Kaggle-using-submission-to_csv
How do I run Highcharts Kaggle fork? While running the above code in R? I am getting an error in is.factor(x) : object 'countrycode_data' not found.,3,0,/unanswered/How-do-I-run-Highcharts-Kaggle-fork-While-running-the-above-code-in-R-I-am-getting-an-error-in-is-factor-x-object-countrycode_data-not-found
What is the URL for retrieveing the Kaggle dataset which is used in the detection of a malicious domain name?,1,0,/unanswered/What-is-the-URL-for-retrieveing-the-Kaggle-dataset-which-is-used-in-the-detection-of-a-malicious-domain-name
Can I use the Kaggle dataset to make tutorial videos on YouTube or to write some articles?,1,0,/unanswered/Can-I-use-the-Kaggle-dataset-to-make-tutorial-videos-on-YouTube-or-to-write-some-articles
"I'm currently complete beginner and have zero knowledge in ML, How should I start my journey with Kaggle?",1,0,/unanswered/Im-currently-complete-beginner-and-have-zero-knowledge-in-ML-How-should-I-start-my-journey-with-Kaggle
How much time does it take to complete all the micro courses in Kaggle for Data Science?,1,0,/unanswered/How-much-time-does-it-take-to-complete-all-the-micro-courses-in-Kaggle-for-Data-Science
What level of achievement is necessary for Kaggle competitions to substantially and uniquely bolster an application to very selective colleges for a prospective Data Science or Statistics/Math major?,1,0,/unanswered/What-level-of-achievement-is-necessary-for-Kaggle-competitions-to-substantially-and-uniquely-bolster-an-application-to-very-selective-colleges-for-a-prospective-Data-Science-or-Statistics-Math-major
What makes Kaggle different from its competitors and how you plan to make it different after this Google thing?,0,0,/unanswered/What-makes-Kaggle-different-from-its-competitors-and-how-you-plan-to-make-it-different-after-this-Google-thing
"Other than Kaggle, how do I practice more?",0,0,/unanswered/Other-than-Kaggle-how-do-I-practice-more
Hey i am a new bee so just wondering what tools can i use in order to score well in kaggle using weka? I have already got a set of data,2,1,/Hey-i-am-a-new-bee-so-just-wondering-what-tools-can-i-use-in-order-to-score-well-in-kaggle-using-weka-I-have-already-got-a-set-of-data
"Is a Wiki a term only used for crowdsourcing about texts? Why Kaggle, for example, can't be classified as a Wiki?",2,1,/Is-a-Wiki-a-term-only-used-for-crowdsourcing-about-texts-Why-Kaggle-for-example-cant-be-classified-as-a-Wiki
Will a good Kaggle rank help my resume as a data scientist?,1,0,/unanswered/Will-a-good-Kaggle-rank-help-my-resume-as-a-data-scientist
"Is developing a decision tree from the visualization of data extracted from Kaggle worth it for a portfolio, or should I do something else?",1,0,/unanswered/Is-developing-a-decision-tree-from-the-visualization-of-data-extracted-from-Kaggle-worth-it-for-a-portfolio-or-should-I-do-something-else
Why do some machine learning challenges in Kaggle provide additional features in the train data but not in the test data?,1,0,/unanswered/Why-do-some-machine-learning-challenges-in-Kaggle-provide-additional-features-in-the-train-data-but-not-in-the-test-data
"How easy is it to find a junior machine learning or data scientist job in Munich? I have no working experience, only personal work on some university projects and some experience with Kaggle competitions.",2,1,/How-easy-is-it-to-find-a-junior-machine-learning-or-data-scientist-job-in-Munich-I-have-no-working-experience-only-personal-work-on-some-university-projects-and-some-experience-with-Kaggle-competitions
"In May 2017, Quora opened a Kaggle competition to best identify duplicate questions (“Question pairs”). Does Quora now use any of those submissions?",2,0,/unanswered/In-May-2017-Quora-opened-a-Kaggle-competition-to-best-identify-duplicate-questions-“Question-pairs”-Does-Quora-now-use-any-of-those-submissions
What are the interview questions for ML engineers who don’t have real time experience but just learnt ML online and working on Kaggle datasets?,2,0,/unanswered/What-are-the-interview-questions-for-ML-engineers-who-don-t-have-real-time-experience-but-just-learnt-ML-online-and-working-on-Kaggle-datasets
What do you value more between an online certification for data science (eg Udacity) or having a GitHub account showing your own contributions for websites such as Kaggle?,3,0,/unanswered/What-do-you-value-more-between-an-online-certification-for-data-science-eg-Udacity-or-having-a-GitHub-account-showing-your-own-contributions-for-websites-such-as-Kaggle
"Can I apply a Kaggle Kernel to my own data? I have trained the Titanic model and have a .csv file with my own age, gender, etc. How can I upload that to the kernel?",1,0,/unanswered/Can-I-apply-a-Kaggle-Kernel-to-my-own-data-I-have-trained-the-Titanic-model-and-have-a-csv-file-with-my-own-age-gender-etc-How-can-I-upload-that-to-the-kernel
Why are all of the new ventures like Kaggle gulped down by bigwigs like Google instead of making a niche brand of their own?,0,0,/unanswered/Why-are-all-of-the-new-ventures-like-Kaggle-gulped-down-by-bigwigs-like-Google-instead-of-making-a-niche-brand-of-their-own
How is Kaggle useful for a person who has 2 years of experience in developing Android applications and who aspires to be a data scientist in the future?,2,0,/unanswered/How-is-Kaggle-useful-for-a-person-who-has-2-years-of-experience-in-developing-Android-applications-and-who-aspires-to-be-a-data-scientist-in-the-future
Andrew Ng: What is your opinion about huge ensambles (like some winning solutions on Kaggle) with regards to usability in real conditions?,3,0,/unanswered/Andrew-Ng-What-is-your-opinion-about-huge-ensambles-like-some-winning-solutions-on-Kaggle-with-regards-to-usability-in-real-conditions
What should I do next in the machine learning field? I just finished a course on Udemy about machine learning with Python and I have done some competitions on Kaggle. Where and what is the next step in the learning process?,6,1,/What-should-I-do-next-in-the-machine-learning-field-I-just-finished-a-course-on-Udemy-about-machine-learning-with-Python-and-I-have-done-some-competitions-on-Kaggle-Where-and-what-is-the-next-step-in-the-learning
Are there any plans or ideas of how to utilize the collaborative power of Kaggle to make this world a better place?,0,0,/unanswered/Are-there-any-plans-or-ideas-of-how-to-utilize-the-collaborative-power-of-Kaggle-to-make-this-world-a-better-place
"What is the best way to set a virtual machine in AWS to train Hadoop and compete in some kaggle competitions? I would like something with GUI and the standards tools such as RStudio, and can handle well a 30 giga dataset.",3,1,/What-is-the-best-way-to-set-a-virtual-machine-in-AWS-to-train-Hadoop-and-compete-in-some-kaggle-competitions-I-would-like-something-with-GUI-and-the-standards-tools-such-as-RStudio-and-can-handle-well-a-30-giga
How long does it take Kaggle to announce winners and complete the documentation formalities to transfer prize money?,2,0,/unanswered/How-long-does-it-take-Kaggle-to-announce-winners-and-complete-the-documentation-formalities-to-transfer-prize-money
What are some unique data science platforms and communities that I can be a part of to get more enriched in data science and machine learning by having exposure on multiple fronts (not the competitive ones such as Kaggle)?,4,1,/What-are-some-unique-data-science-platforms-and-communities-that-I-can-be-a-part-of-to-get-more-enriched-in-data-science-and-machine-learning-by-having-exposure-on-multiple-fronts-not-the-competitive-ones-such-as
What's is the better way to earn money during my PhD in AI as an applied maths graduate with deep learning skills? Making a trading chatbot or playing competitions in Kaggle?,4,1,/Whats-is-the-better-way-to-earn-money-during-my-PhD-in-AI-as-an-applied-maths-graduate-with-deep-learning-skills-Making-a-trading-chatbot-or-playing-competitions-in-Kaggle
What's a good machine learning project for an undergrad to do? Would a kaggle competition work well?,184,1,/Whats-a-good-machine-learning-project-for-an-undergrad-to-do-Would-a-kaggle-competition-work-well
"Are there any Kaggle challenges, focusing on IoT / sensor data / mobile data, in the pipeline?",0,0,/unanswered/Are-there-any-Kaggle-challenges-focusing-on-IoT-sensor-data-mobile-data-in-the-pipeline
"How can I find teammates for the Kaggle competitions who have previous experience with ML modelling? Also, do you know someone who is interested?",2,0,/unanswered/How-can-I-find-teammates-for-the-Kaggle-competitions-who-have-previous-experience-with-ML-modelling-Also-do-you-know-someone-who-is-interested
What it’s really like to be a Kaggle master (In the terms of personal feeling and employment opportunity)?,4,0,/unanswered/What-it-s-really-like-to-be-a-Kaggle-master-In-the-terms-of-personal-feeling-and-employment-opportunity
"Besides an MSc thesis in a very low rank North American institution, how does the participation in Kaggle competitions effect to get a PhD position in CMU, Stanford, UC Berkeley, or MIT?",1,0,/unanswered/Besides-an-MSc-thesis-in-a-very-low-rank-North-American-institution-how-does-the-participation-in-Kaggle-competitions-effect-to-get-a-PhD-position-in-CMU-Stanford-UC-Berkeley-or-MIT
"Why are my submissions in Kaggle get deleted from time to time? After several months, my submissions are unranked as if I didn't submit anything.",1,1,/Why-are-my-submissions-in-Kaggle-get-deleted-from-time-to-time-After-several-months-my-submissions-are-unranked-as-if-I-didnt-submit-anything
What is the historical accuracy of Kaggle's Dogs vs. Cats competition?,12,0,/unanswered/What-is-the-historical-accuracy-of-Kaggles-Dogs-vs-Cats-competition
"Why is Pandas throwing “Error tokenizing data. C error” while loading data sets from URL snippets (machine learning, Python, Pandas, CSV, Kaggle, and data science)?",2,0,/unanswered/Why-is-Pandas-throwing-Error-tokenizing-data-C-error-while-loading-data-sets-from-URL-snippets-machine-learning-Python-Pandas-CSV-Kaggle-and-data-science
"Since a .001 difference in accuracy can play a huge role in Kaggle leaderboard ranking, doesn't the success of one model versus another largely depends on luck?",0,0,/unanswered/Since-a-001-difference-in-accuracy-can-play-a-huge-role-in-Kaggle-leaderboard-ranking-doesnt-the-success-of-one-model-versus-another-largely-depends-on-luck
I have completed the data specialization course from Coursera and I am trying the Kaggle competition to be in touch with data science. What are the other sources/recommendations to keep in touch with data science?,4,1,/I-have-completed-the-data-specialization-course-from-Coursera-and-I-am-trying-the-Kaggle-competition-to-be-in-touch-with-data-science-What-are-the-other-sources-recommendations-to-keep-in-touch-with-data-science
Is it possible to get Quora question and answers for ML training purposes without scraping the website? Is the data released somewhere beyond the tiny set on Kaggle competition?,1,0,/unanswered/Is-it-possible-to-get-Quora-question-and-answers-for-ML-training-purposes-without-scraping-the-website-Is-the-data-released-somewhere-beyond-the-tiny-set-on-Kaggle-competition
"If there's a Kaggle competition about a company that wants to predict its product sells (for example), should I make a model for each product and each category? I mean, if I want to predict different things at the same time, what should I do?",6,1,/If-theres-a-Kaggle-competition-about-a-company-that-wants-to-predict-its-product-sells-for-example-should-I-make-a-model-for-each-product-and-each-category-I-mean-if-I-want-to-predict-different-things-at-the-same
Where can I download the Titanic Kaggle competition complete solution using R?,4,0,/unanswered/Where-can-I-download-the-Titanic-Kaggle-competition-complete-solution-using-R
"What advice would you give to an individual learning about machine learning and its application to finance - both in respect of learning material and gaining hands on experience (for example, Kaggle)?",2,0,/unanswered/What-advice-would-you-give-to-an-individual-learning-about-machine-learning-and-its-application-to-finance-both-in-respect-of-learning-material-and-gaining-hands-on-experience-for-example-Kaggle
"Why did Kaggle run into financial issues? If you had to do it all over again, what would you do differently?",0,0,/unanswered/Why-did-Kaggle-run-into-financial-issues-If-you-had-to-do-it-all-over-again-what-would-you-do-differently
"Does one have to be domain expert to do well on Kaggle competitions? In other words, how much is attributed to domain knowledge vs. ML knowledge?",0,0,/unanswered/Does-one-have-to-be-domain-expert-to-do-well-on-Kaggle-competitions-In-other-words-how-much-is-attributed-to-domain-knowledge-vs-ML-knowledge
I’m a noobie… I’m looking for simple problems to practice so that I could build up my confidence and try my hand at solving more complex problems. Are practice problems in Kaggle simple enough for a Noob?,3,1,/I-m-a-noobie-I-m-looking-for-simple-problems-to-practice-so-that-I-could-build-up-my-confidence-and-try-my-hand-at-solving-more-complex-problems-Are-practice-problems-in-Kaggle-simple-enough-for-a-Noob
Why can't Kaggle's houses prices competition predict values using ANN and gave a bad score?,3,0,/unanswered/Why-cant-Kaggles-houses-prices-competition-predict-values-using-ANN-and-gave-a-bad-score
"How was the results and approaches from top performers on the similar question problem which was on Kaggle as ""Quora Question Pairs"" useful in actual production?",0,0,/unanswered/How-was-the-results-and-approaches-from-top-performers-on-the-similar-question-problem-which-was-on-Kaggle-as-Quora-Question-Pairs-useful-in-actual-production
"Why does someone compete as a team on Kaggle? Does a commitment to a team mean that you put in more “effort” (time, entries) as compared to when you compete alone?",3,1,/Why-does-someone-compete-as-a-team-on-Kaggle-Does-a-commitment-to-a-team-mean-that-you-put-in-more-“effort”-time-entries-as-compared-to-when-you-compete-alone
What are some good marketing data sets to test with? Either UCI or Kaggle,1,1,/q/ltqmakhymfsdifki/What-are-some-good-marketing-data-sets-to-test-with-Either-UCI-or-Kaggle
"Why does Google not allow the Kaggle connector when authorized? It shows ""This connector has not been verified or reviewed. It is recommended that you only use community connectors from trusted sources.""",1,0,/unanswered/Why-does-Google-not-allow-the-Kaggle-connector-when-authorized-It-shows-This-connector-has-not-been-verified-or-reviewed-It-is-recommended-that-you-only-use-community-connectors-from-trusted-sources
Which programming language are you more comfortable with while working with data science projects? Can you throw some light on your system configuration which you use to handle huge Kaggle datasets?,2,0,/unanswered/Which-programming-language-are-you-more-comfortable-with-while-working-with-data-science-projects-Can-you-throw-some-light-on-your-system-configuration-which-you-use-to-handle-huge-Kaggle-datasets
"What does Kaggle truly mean when they say the want to be the ""home of data science""?",1,0,/unanswered/What-does-Kaggle-truly-mean-when-they-say-the-want-to-be-the-home-of-data-science
