title,heading,content,tokens
Austria at the 2020 Summer Olympics,Shooting,"Austrian shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, European Championships or Games, and European Qualifying Tournament, as long as they obtained a minimum qualifying score (MQS) by 31 May 2020.",64
Austria at the 2020 Summer Olympics,Sport climbing,"Austria entered two sport climbers into the Olympic tournament. Jakob Schubert and Jessica Pilz qualified directly each for the men's and women's combined event, by advancing to the final stage and securing one of the seven provisional berths at the 2019 IFSC World Championships in Hachioji, Japan.",66
Austria at the 2020 Summer Olympics,Swimming,"Austrian swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)):
MenWomen",53
Austria at the 2020 Summer Olympics,Table tennis,"Austria entered five athletes into the table tennis competition at the Games. The women's team secured a berth by advancing to the quarterfinal round of the 2020 World Olympic Qualification Event in Gondomar, Portugal, permitting a maximum of two starters to compete in the women's singles tournament. Moreover, an additional place was awarded to the Austrian table tennis players competing in the inaugural mixed doubles by virtue of a top six national finish vying for qualification in the ITTF Olympic Rankings.
Two-time Olympian Robert Gardos and Daniel Habesohn were automatically selected among the top seven eligible players in the men's singles based on the ITTF Olympic Rankings of June 1, 2021.",140
South Korea at the 2020 Summer Olympics,Summary,"South Korea competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic.",50
South Korea at the 2020 Summer Olympics,Archery,"South Korean archers qualified each for the men's and women's events by reaching the quarterfinal stage of their respective team recurves at the 2019 World Archery Championships in 's-Hertogenbosch, Netherlands.The South Korean archery team for the rescheduled Games was announced on 24 April 2021, including London 2012 gold medalist Oh Jin-hyek and Rio 2016 Olympian and former world record holder Kim Woo-jin.
MenWomenMixed",99
South Korea at the 2020 Summer Olympics,Athletics,"South Korean athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road eventsField events",48
South Korea at the 2020 Summer Olympics,Badminton,"South Korea entered ten badminton players (three men and seven women) for the following events based on the BWF Race to Tokyo Rankings: two entries in the women's singles, one in the men's singles, two pairs in the women's doubles, and a pair each in the men's and mixed doubles.
MenWomenMixed",72
South Korea at the 2020 Summer Olympics,Baseball,"South Korea national baseball team qualified for the Olympics by advancing to the final match and securing an outright berth as the highest-ranked squad from Asia and Oceania, excluding the host nation Japan, at the 2019 WBSC Premier12 in Tokyo.
SummaryTeam rosterThe Korea Baseball Organization announced the team's final roster on June 15, 2021.
Group play
Round 1Round 2SemifinalsBronze medal game",88
South Korea at the 2020 Summer Olympics,Women's tournament,"South Korea women's basketball team qualified for the Olympics as one of three highest-ranked eligible squads from group B at the Belgrade meet of the 2020 FIBA Women's Olympic Qualifying Tournament, marking the country's recurrence to the sport for the first time in 12 years.
Team rosterThe roster was announced on 23 June 2021.
Group play",74
South Korea at the 2020 Summer Olympics,Boxing,"South Korea entered two female boxers for the first time into the Olympic tournament. Im Ae-ji (women's featherweight) and defending Asian Games champion Oh Yeon-ji (women's lightweight) secured the spots on the South Korean squad by advancing to the semifinal match of their respective weight divisions at the 2020 Asia & Oceania Qualification Tournament in Amman, Jordan.",81
South Korea at the 2020 Summer Olympics,Sprint,"South Korea qualified a single boat (men's K-1 200 m) for the Games by winning the gold medal at the 2021 Asian Canoe Sprint Qualification Regatta in Pattaya, Thailand.

Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal); SF = Qualify to semifinal; QF = Qualify to quarterfinal",88
South Korea at the 2020 Summer Olympics,Road,"South Korea entered one rider to compete in the women's Olympic road race, by securing an outright berth, as the highest-ranked cyclist, not yet qualified, at the 2019 Asian Championships in Tashkent, Uzbekistan.",49
South Korea at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, South Korea entered one rider to compete in the women's sprint and keirin based on her final individual UCI Olympic rankings.

SprintKeirin",47
South Korea at the 2020 Summer Olympics,Equestrian,"South Korea entered one dressage rider into the Olympic equestrian competition, by finishing in the top two, outside the group selection, of the individual FEI Olympic Rankings for Group G (South East Asia and Oceania).",49
South Korea at the 2020 Summer Olympics,Fencing,"South Korean fencers qualified a full squad each in the men's and women's team sabre and women's team épée at the Games by finishing among the top four nations in the FIE Olympic Team Rankings, while the men's épée team claimed the spot each as the highest-ranked nation from Asia outside the world's top four. 2018 Asian Games men's foil champion Lee Kwang-hyun and two-time Olympian Jeon Hee-sook (women's foil) earned additional places on the South Korean team as one of the two highest-ranked fencers vying for qualification from Asia and Oceania in their respective individual events of the FIE Adjusted Official Rankings.

MenWomen",149
South Korea at the 2020 Summer Olympics,Men's tournament,"South Korea men's football team qualified for the Olympics by advancing to the final match of the 2020 AFC U-23 Championship in Thailand.
Team rosterSouth Korea's final squad was announced on 2 July 2021.Head coach: Kim Hak-bum

* Over-aged player.
Group play

Quarterfinal",68
South Korea at the 2020 Summer Olympics,Artistic,"South Korea qualified seven artistic gymnasts into the Olympic competition: a full men's team of four, which will compete in the team competition, as well as one man and two women competing as individuals. The men's squad claimed one of nine remaining spots in the team competition at the 2019 World Championships in Stuttgart, Germany (China, Russia, & Japan had already qualified at the 2018 World Championships), and Shin Jea-hwan qualified through the World Cup Series, finishing first in the standings on men's VT. On the women's side, Lee Yun-seo earned a berth through her placement in the all-around at the 2019 World Championships, while Yeo Seo-jeong, with her finish in the event finals on vault, secured an additional berth available for gymnasts who did not qualify through either the team or the all-around through the apparatus finals at the same event. The individual qualifiers, including those who qualified due to their performances on individual events, are eligible to compete in all events at the Olympics.
Men
TeamIndividualWomen",218
South Korea at the 2020 Summer Olympics,Karate,"South Korea entered one karateka into the inaugural Olympic tournament. Park Hee-jun qualified directly for the men's kata category by finishing third in the final pool round at the 2021 World Olympic Qualification Tournament in Paris, France.",51
South Korea at the 2020 Summer Olympics,Modern pentathlon,"South Korean athletes qualified for the following spots to compete in modern pentathlon. Rio 2016 Olympian Jun Woong-tae secured his selection in the men's race by winning the bronze medal and sealing one of three spots available at the 2019 UIPM World Championships in Budapest, Hungary. Meanwhile, Asian Games silver medalists Lee Ji-hun and Kim Se-hee confirmed places each in their respective events with gold-medal victories at the 2019 Asia & Oceania Championships in Kunming, China. Jung Jin-hwa replaces Lee Ji-hun.",116
South Korea at the 2020 Summer Olympics,Rowing,"South Korea qualified one boat in the women's single sculls for the Games by finishing sixth in the A-final and securing the third of five berths available at the 2021 FISA Asia & Oceania Olympic Qualification Regatta in Tokyo, Japan.
Qualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",163
South Korea at the 2020 Summer Olympics,Sailing,"South Korean sailors qualified one boat in each of the following classes through the 2018 Sailing World Championships, the class-associated Worlds, the 2018 Asian Games, and the continental regattas.
M = Medal race; EL = Eliminated – did not advance into the medal race",59
South Korea at the 2020 Summer Olympics,Shooting,"South Korean shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, and Asian Championships, as long as they obtained a minimum qualifying score (MQS) by May 31, 2020.Fourteen shooters (seven per gender) were selected to the South Korean roster at the end of the national trials, with pistol ace and four-time gold medalist Jin Jong-oh leading them to his fifth consecutive Games and Kim Min-ji setting her historic comeback to the Games for the first time in 13 years. Meanwhile, Nam Tae-yun earned a direct place in the men's 10 m air rifle for the rescheduled Games as the highest-ranked shooter vying for qualification in the ISSF World Olympic Rankings of 6 June 2021.
MenWomenMixed",174
South Korea at the 2020 Summer Olympics,Sport climbing,"South Korea entered two sport climbers into the Olympic tournament. With the IFSC Asian Championships cancelled because of the travel restrictions brought by the COVID-19 pandemic, Chon Jong-won and Seo Chae-hyun received the unused berths respectively, as the continent's highest-ranked male and female sport climber vying for qualification, at the 2019 Worlds in Hachioji, Japan.",85
South Korea at the 2020 Summer Olympics,Swimming,"South Korean swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)):
MenWomen",53
South Korea at the 2020 Summer Olympics,Table tennis,"South Korea entered six athletes into the table tennis competition at the Games. The men's and women's teams secured one of nine available places, respectively, at the 2020 World Olympic Qualification Event in Gondomar, Portugal, permitting a maximum of two starters to compete each in the men's and women's singles tournament.
MenWomenMixed",73
South Korea at the 2020 Summer Olympics,Taekwondo,"South Korea entered six athletes into the taekwondo competition at the Games. Jang Jun (men's 58 kg), double Olympic medalist Lee Dae-hoon (men's 68 kg), In Kyo-don (men's +80 kg), and world champions Sim Jae-young (women's 49 kg), Lee Ah-reum (women's 57 kg), and Lee Da-bin (women's +67 kg) qualified directly for their respective weight classes by finishing among the top five taekwondo practitioners at the end of the WT Olympic Rankings.",119
South Korea at the 2020 Summer Olympics,Weightlifting,"South Korea entered eight weightlifters into the Olympic competition. Rio 2016 Olympians Won Jeong-sik (men's 73 kg) and Yu Dong-ju (men's 96 kg), Jin Yun-seong (men's 109 kg), Ham Eun-ji (women's 55 kg), Kim Su-hyeon (women's 76 kg), and Lee Seon-mi (women's +87 kg) secured one of the top eight slots each in their respective weight divisions based on the IWF Absolute World Rankings, with Han Myeong-mok and Kang Yeoun-hee topping the field of weightlifters from the Asian zone in the men's 67 kg and women's 87 kg category, respectively, based on the IWF Absolute Continental Rankings. Won Jeong-sik withdrew from competition prior to the start of his event due to an ankle injury.
MenWomen",185
South Korea at the 2020 Summer Olympics,Wrestling,"South Korea qualified two wrestlers for each of the following weight classes into the Olympic competition; all of whom progressed to the top two finals of the men's Greco-Roman wrestling (67 and 130 kg), respectively, at the 2021 Asian Qualification Tournament in Almaty, Kazakhstan.

Men's Greco-Roman",68
South Korea at the 2020 Summer Olympics,Politics,"South Korean politicians took issue with a map of the torch relay on the Games' official website, which depicted the disputed Liancourt Rocks (territory claimed by Japan but governed by South Korea) as part of Japan. ""South Korea, through the Japanese embassy in South Korea, has lodged a protest on the issue,"" Japan's then cabinet secretary Yoshihide Suga said, ""Japan told the South Korean side that the protest is not acceptable given that Japan owns Takeshima and given Japan's position on the Sea of Japan.""The South Korean government also called for a ban of the Rising Sun Flag in the Olympic Games, due to being considered to be offensive as a consequence of its usage by the Imperial Japanese military during World War II. In September 2019, the South Korean parliamentary committee for sports asked the organisers of 2020 Summer Olympics in Tokyo to ban the Rising Sun Flag.On 8 August 2021, the final day of the Tokyo 2020 Summer Olympics, the South Korean Olympic Committee announced, ""The IOC has declared in a letter that the Rising Sun Flag violates the Olympic Charter. It will be banned at the Olympics."" In response, the Tokyo Organising Committee of the Olympic Games announced on 9 August, ""The announcement by the South Korean Olympic Committee is not true. When we contacted the IOC, we confirmed that the IOC will continue to respond to the issue on a case-by-case basis and will not impose a blanket ban. On the morning of 9 August, the IOC sent a letter to South Korea indicating that the use of the flag will be determined on a case-by-case basis.""",326
Malaysia at the 2020 Summer Olympics,Summary,"Malaysia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. Since the nation's official debut in 1956 under the name Malaya, Malaysian athletes have appeared in every edition of the Summer Olympic Games, with the exception of the 1980 Summer Olympics in Moscow because of the United States-led boycott.",97
Malaysia at the 2020 Summer Olympics,Administration and preparation,"Malaysian former badminton player and three times Olympic Silver medalist, Datuk Lee Chong Wei was appointed on 15 June 2019 as chef de mission of the Malaysian delegation to the Games by Olympic Council of Malaysia (OCM) president Tan Sri Dato' Sri Mohamad Norza Zakaria. However, he chose to skip the event due to his health concerns. He retained his role, albeit serving it virtually. Meanwhile, the national delegation in Tokyo is managed by OCM secretary-general Datuk Mohd Nazifuddin Najib, who is also the deputy chef-de-mission.As with two previous Olympic cycles, Yonex-Sunrise provides the official kit for Team Malaysia, after it decided to extend its partnership with OCM until end of 2024.",162
Malaysia at the 2020 Summer Olympics,Opening and closing ceremonies,"For the opening ceremony, it was announced on 3 May 2021 that archer Khairul Anuar Mohamad and shuttler Goh Liu Ying would be the flagbearers of Malaysia in the opening ceremony. However, Khairul requested to be dropped as one of the flagbearers, as he had to focus for the archery competition a day after the ceremony. Shuttler Lee Zii Jia was announced to be Khairul's replacement. In the Parade of Nations, the Malaysian delegation was represented by five officials and eight athletes. Both the athletes and the officials participated in the parade wore the Malay legendary warrior Hang Tuah inspired attire designed by the Art and Design Faculty of Universiti Teknologi MARA (UiTM) in Shah Alam (Main Campus). The attire featured chevron geometric pattern in the colours of the national flag, which reflects the clear mission of the Malaysian team to achieve the country’s medal target. The female athletes wore the baju kurung complete with a dokoh (tiered pendant) and selendang (shawl), while the male athletes and officials wore the traditional Baju Melayu complete with the Tengkolok (headgear).Diver Pandelela Rinong was named as flagbearer for the closing ceremony.",280
Malaysia at the 2020 Summer Olympics,Target and achievement,"On 19 July 2021, Youth and Sports Minister Datuk Seri Reezal Merican Naina Merican announced that the Malaysian delegation to the 2020 Summer Olympics had a target to win three medals, including a gold medal, with badminton, track cycling and diving being the main contenders of achieving the target.However, the Malaysian delegation missed the target at the Games, having only won one silver medal through track cyclist Azizulhasni Awang in the Men's keirin event and one bronze medal through Men's doubles shuttlers Aaron Chia and Soh Wooi Yik. The result equalled the country's second-best achievement at the 1996 Summer Olympics in Atlanta, United States and the 2012 Summer Olympics in London, United Kingdom.",156
Malaysia at the 2020 Summer Olympics,Competitors,"Malaysia managed to qualify 30 athletes competing in 10 sports for the 2020 Summer Olympics, with 13 of them being first time competitors. For the first time, there are more women (18 athletes/60%) than men (12 athletes/40%) competing for the country in the Olympics.The following is the list of number of competitors in the Games.",74
Malaysia at the 2020 Summer Olympics,Archery,"Two Malaysian archers Khairul Anuar Mohamad and Syaqiera Mashayikh qualified for the men's and women's individual and automatically to the mixed event, the men's individual recurve reached the quarterfinal stage and obtained one of the four available spots at the 2019 World Archery Championships in 's-Hertogenbosch, Netherlands. The women's individual recurve obtain a quota place assigned by world ranking.Malaysia was absent from the Men's archery team event for the first time since the 2008 Games, after failing to secure one of the last three spot to the Games offered in the 2021 Archery Final Olympic Qualification Tournament (FQT) in Paris, France, leaving Khairul as the nation's sole male representative. Khairul ended the ranking round of the men’s individual recurve event in 20th spot, shooting 72 arrows to collect 661 points. He then proceeded to the elimination stage and won through the one-arrow shoot-off in the first and second round against Finland’s Antti Vikstrom and China's Wang Dapeng respectively, only to be eliminated in the third round (Round of 16) after losing to South Korea's opponent Kim Woojin 0–6.Syaqiera became the third Malaysian woman archer to feature in the Olympics after Mon Redee Sut Txi in Athens 2004 and Nurul Syafiqah Hashim in London 2012. She was the first Malaysian athlete to be in action at the games. In the ranking round, she ended the competition in 43rd spot out of 64 archers with 630 points to improve on her previous record of 619 points which she achieved at the final Olympic qualifier in Paris. Syaqiera was eliminated in the first round (Round of 64) after her 4–6 defeat against Russian Olympic Committee’s (ROC) competitor and eventual silver medalist, Elena Osipova.The Malaysian duo failed to advance to the first round of the mixed team event, after scoring a combined total of 1,291 points in the ranking round, which placed them as the 19th best pair among 29 competing teams.",445
Malaysia at the 2020 Summer Olympics,Athletics,"Malaysia received universality slots from IAAF to send one athlete to the Olympics. Azreen Nabila Alias will be competing after received the universality slots, while Lee Hup Wei qualifying through the world rankings.

Track & road eventsField events",56
Malaysia at the 2020 Summer Olympics,Badminton,"Malaysia qualified a total of eight badminton players (four per gender) for the following events based on the BWF Race to Tokyo Rankings: one entry each in the men's and women's singles; and a pair each in the men's, women's, and mixed doubles.
MenWomenMixed",67
Malaysia at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, Malaysia entered one rider to compete in the men's sprint and keirin based on his final individual UCI Olympic rankings.

SprintKeirin",46
Malaysia at the 2020 Summer Olympics,Diving,"Four Malaysian divers, all female, qualified for the following individual spots and synchronized teams at the Games through the 2019 FINA World Championships and 2019 Asian Cup. Additionally, Cheong Jun Hoong qualified to the Olympics after finishing eighteenth in the semifinal round of the women's platform in the 2021 FINA Diving World Cup thereby adding the country's number of divers to five. This was the first time that Malaysia did not have male representatives in diving since its debut at the 2000 Games in Sydney, Australia, as none of its male divers at least qualified through the World Cup.Three of the five divers reached the final, including London 2012 bronze medalist and Rio 2016 Silver medalist Pandelela Rinong. For the first time since the London 2012 Summer Olympics, none of the divers secure a medal for the country, including Nur Dhabitah Sabri who narrowly missed the podium finish in the Women's 3 m springboard finals.",190
Malaysia at the 2020 Summer Olympics,Golf,Malaysia entered one male and one female golfer into the Olympic tournament. Rio 2016 Olympian Gavin Green (world no. 286) qualified directly among the top 60 eligible players for the men's event based on the IGF World Rankings of 20 June 2021 while Kelly Tan (world no.154) also qualified directly on 29 June 2021.,71
Malaysia at the 2020 Summer Olympics,Artistic,"Malaysia entered two artistic gymnasts into the Olympic competition for the first time since 2004. Farah Ann Abdul Hadi booked a spot in the women's individual all-around and apparatus events, by finishing sixteenth out of the twenty gymnasts eligible for qualification at the 2019 World Championships in Stuttgart, Germany. With the cancellation of the 2021 Asian Championships in Hangzhou, China, Jeremiah Loo Phay Xing secured the last of two available places in the men's individual all-around, as the next highest-ranked gymnast vying for qualification from the Asian zone at the 2019 World Artistic Gymnastics Championships in Stuttgart, Germany.
MenWomen",140
Malaysia at the 2020 Summer Olympics,Sailing,"Malaysian sailors qualified one boat in each of the following classes through the fleet-associated Worlds, the 2018 Asian Games, and the continental regattas.
M = Medal race; EL = Eliminated – did not advance into the medal race",53
Malaysia at the 2020 Summer Olympics,Shooting,"Malaysia granted an invitation from ISSF to send London 2012 Olympian Nur Suryani Mohd Taibi in women's rifle shooting to the Olympics, as long as the minimum qualifying score (MQS) was fulfilled by June 6, 2021. Nur Suryani competing in the women's 50 m rifle 3 positions failed to advance to that event's final. She scored 1142 in the qualification round, placing her as the 34th best shooter among 37 competitors.",98
Malaysia at the 2020 Summer Olympics,Swimming,"Malaysia entered in 2 athletes – Welson Sim and Phee Jinq En for swimming after successfully applying for universality places, in which both athletes met the Olympic Selection Time (OST) in their respective events.Both athletes failed to advance to the next round of their respective events. But Phee clocked 1 minute and 8.40 seconds in the Women's 100 metre breaststroke event, breaking both her personal record and the Malaysian national record of 1 minute and 8.50 seconds, which she set during the 2019 Southeast Asian Games.
MenWomen",115
Canoeing at the 2020 Summer Olympics,Summary,"Canoeing at the 2020 Summer Olympics in Tokyo was contested in two main disciplines: canoe slalom, to take place from 25 to 30 July 2021, and canoe sprint, from 2 to 7 August. The slalom competitions will be held at the Kasai Canoe Slalom Course; whereas the sprint events will be staged at Sea Forest Waterway.
The competition featured 16 events. The programme saw four event changes, all replacements, from 2016. In sprint, the men's C-1 200 metres and men's K-2 200 metres were replaced with women's C-1 200 metres and women's C-2 500 metres. In slalom, the men's C-2 was removed. Women's C-1 was added. These three changes were part of the Olympics' move towards gender equality. In addition, the sprint men's K-4 1000 metres was replaced with a shorter race, the men's K-4 500 metres.",200
Belize at the 2020 Summer Olympics,Summary,"Belize competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's thirteenth appearance at the Olympics, although it previously appeared in two early editions under the name ""British Honduras"" (1968 in Mexico City, and 1972 in Munich).",89
Belize at the 2020 Summer Olympics,Sprint,"Belize received an invitation from the Tripartite Commission to send a canoeist in the men's K-1 1000 m to the Olympics, signifying the country's debut in the sport.
Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal)",70
Marshall Islands at the 2020 Summer Olympics,Summary,"The Marshall Islands competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. It was the nation's fourth appearance at the Summer Olympics.",63
Marshall Islands at the 2020 Summer Olympics,Swimming,"The Marshall Islands received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of 28 June 2021.",48
2020 Summer Olympics marketing,Emblem,"The official emblems for the 2020 Olympics and Paralympics were unveiled on 25 April 2016; designed by Asao Tokolo, who won a nationwide design contest, it takes the form of a ring in an indigo-coloured checkerboard pattern. The design is meant to ""express a refined elegance and sophistication that exemplifies Japan"". The checkered design resembles a pattern called ichimatsu moyo that was popular during the Edo period in Japan from 1603 to 1867. The designs replaced a previous emblem which had been scrapped due to allegations that it plagiarized the logo of the Théâtre de Liège in Belgium.",137
2020 Summer Olympics marketing,Slogan,"The Tokyo bid slogan was Discover Tomorrow (Japanese: 未来（あした）をつかもう, romanized: Ashita o tsukamō). While ashita literally means 'tomorrow', it is intentionally spelled as mirai 'future'.The official slogan for the Tokyo 2020 Games, United By Emotion (Japanese: 感動による団結, romanized: Kando ni yoru danketsu), was unveiled on 17 February 2020.",116
2020 Summer Olympics marketing,Mascots,"The Tokyo 2020 Organising Committee began accepting submissions for the official mascots of the Games from 1 to 14 August 2017. A total of 2,042 entries were received. Three shortlisted entries were unveiled at the Kakezuka Elementary School on 7 December 2017. A poll was then conducted between 11 December 2017 and 22 February 2018 to choose the winning entry, with each participating elementary school class allocated one vote. The results were announced on 28 February 2018. The winning entry was candidate pair A, created by Ryo Taniguchi, which received 109,041 votes, followed by Kana Yano's pair B with 61,423 votes and Sanae Akimoto's pair C with 35,291 votes. Miraitowa is a figure with blue checkered patterns inspired by the Games' official logo, which has old-fashioned charm and new innovation combined with a special power of instant teleportation. Both Miraitowa and Someity were named by the Organising Committee on 22 July 2018.",203
2020 Summer Olympics marketing,Video games,"Sega re-gained the rights to produce video games based on the Olympics, after the rights for 2018 were held by Ubisoft. Sega has developed officially licensed games for various platforms since the 2008 Summer Olympics, most notably the Mario & Sonic series.At Sega Fest 2019, Sega announced they will be releasing four titles that will take place in the 2020 Olympics:
Olympic Games Tokyo 2020 - The Official Video Game (for Nintendo Switch, Xbox One, PC and PlayStation 4)
Mario & Sonic at the Olympic Games Tokyo 2020 (for Nintendo Switch)
Mario & Sonic at the Olympic Games Tokyo 2020 - Arcade Edition (for Arcades)
Sonic at the Olympic Games - Tokyo 2020 (for iOS and Android)Mario & Sonic at the Olympic Games Tokyo 2020  on the Switch released on November 5, 2019 worldwide. Olympic Games Tokyo 2020 - The Official Video Game released on July 24, 2019 for PlayStation 4 and Nintendo Switch in East Asia, while the release date for the other territories is June 22. Sonic At The Olympic Games - Tokyo 2020 released for mobile devices on May 6, 2020. The arcade game came out in 2020.
In the Konami game, eBaseball Powerful Pro Yakyuu 2020, the game includes ""Tokyo 2020 Olympics Mode"" where players can play Fukushima Azuma Baseball Stadium and the Yokohama Stadium with Tokyo 2020 branding.",279
2020 Summer Olympics marketing,Corporate sponsorship and advertising,"As of 2015 total sponsorship for the 2020 Games reached approximately $1.3 billion, setting an Olympics record (the 2008 Summer Olympics in Beijing attracted $1.2 billion).",41
2020 Summer Olympics marketing,Official songs and anthems,"Like most Olympic Games has featured official songs for each sport event since 2021, the IOC and the Tokyo 2020 Organizing Committee to choose your favorite songs with lyrics.

 Colorful J-pop artists have been tapped for a new song called “Colorful,” the official song produced by Team Coca-Cola for the Tokyo 2020 Summer Olympics and Paralympic Games The following artists participated in the recording of the track celebrating diversity: Ai, Motohiro Hata, Little Glee Monster, Daichi Miura, Perfume, Taemin (SHINee), MIYAVI, Nasty C, Sabrina Carpenter, Ayumu Imazu, Blue Vintage, Mizki, Sanari, and Chikuzen Sato (Sing Like Talking).
 Paprika (パプリカ) is a song by the children choral group Foorin. NHK invited Kenshi Yonezu to produce it as a cheer song for the 2020 Summer Olympics.
 Wave Your Flag is song the international global pop music group Now United.
ASAP is a song recorded by South Korean girl group STAYC for their second single album Staydom.
Kite the Japanese boy band Arashi The song ""Kite"" served as the theme song for NHK's coverage of the 2020 Summer Olympics, including the special program ""2020 Stadium"" (2020スタジアム) hosted by the group.
 Naoki Satō composed the music for the medal ceremonies. Satō chose not to employ any musical elements distinctive to Japan ""because victory ceremonies are for athletes from around the world"" and he wanted all medalists to ""feel at ease"" when taking their places on the podium, regardless of their nationality.
 Imagine pre-recorded version of the song performed by John Legend, Keith Urban, Alejandro Sanz and Angélique Kidjo and Suginami Junior Chorus, with musical arrangement by Hans Zimmer, was featured in the opening ceremony for the 2020 Summer Olympics in Tokyo in July 23, 2021.
 200 Copas The colombian singer Karol G this new single 200 Copas.
 Remember This the 2020 Tokyo Olympics came to a close. Luckily, the Jonas Brothers couldn't have brought a more perfect performance for the occasion with their upbeat hit single “Remember This”. on NBC.
 Dreamers The South Korean Boy Band Ateez ""Dreamers,"" a Japanese-language single included in the soundtrack of the anime ""Digimon Adventure,"".",513
Mario & Sonic at the Olympic Games Tokyo 2020,Summary,"Mario & Sonic at the Olympic Games Tokyo 2020 is a 2019 sports video game based on the 2020 Summer Olympics. It is the sixth game in the Mario & Sonic series, a crossover between Nintendo's Super Mario and Sega's Sonic the Hedgehog franchises, and the first since the Rio 2016 Olympic Games edition. It was developed and published by Sega for the Nintendo Switch in November 2019 and for arcade cabinets in 2020. 
The game received mixed reviews, with praise for the presentation and gameplay, but criticism for a perceived lack of content for single-player, multiplayer features, and the story mode.",123
Mario & Sonic at the Olympic Games Tokyo 2020,Gameplay,"Like previous Mario & Sonic titles, Mario & Sonic at the Olympic Games Tokyo 2020 is a sports game featuring a crossover cast of characters from Nintendo's Super Mario and Sega's Sonic the Hedgehog series. The player, using one of the characters, competes in a multitude of events based on sports from the Olympic Games. The game features a variety of events; returning ones from previous Mario & Sonic titles include boxing, soccer, swimming, and gymnastics, while new ones include karate, skateboarding, sport climbing, and surfing.The Nintendo Switch version supports a variety of controllers, including the Joy-Con motion controllers. The game also features single system split-screen multiplayer, LAN multiplayer, and online play. An additional 2D Mode is also included, based on the 1964 Summer Olympics, and featuring 8-bit and 16-bit styles for Mario and Sonic, respectively. These 2D Mode events have more limited controls and the option to enable a CRT overlay to further emulate the feel of games of that era.There are thirty-two playable characters in the game. Similar to the Wii U version of the previous game, the series' regulars since the second game are playable in all events while the other twelve are only playable in one event as a guest. Guest characters include Larry Koopa, Wendy O. Koopa, Ludwig von Koopa, Diddy Kong, Rosalina, Toadette (who is the game's sole newcomer), Dr. Eggman Nega, Jet the Hawk, Rouge the Bat, Zavok, Zazz, and Espio the Chameleon.",327
Mario & Sonic at the Olympic Games Tokyo 2020,Development and release,"In October 2016, Sega announced it had secured the licensing rights from the International Olympic Committee to publish video games based on the 2020 Summer Olympics, with plans for games to be released on various devices. Mario & Sonic at the Olympic Games Tokyo 2020 was announced alongside Olympic Games Tokyo 2020 - The Official Video Game on March 29, 2019, at the Sega Fes stage show in Japan. It was the first Mario & Sonic game since the Rio 2016 Olympic Games edition for the Wii U and Nintendo 3DS, and was released worldwide for the Nintendo Switch in November 2019; a version for arcade cabinets will release sometime in 2020. A companion game for Android and iOS, Sonic at the Olympic Games - Tokyo 2020, was also released in 2020. The game was featured at E3 2019, and Gamescom 2019. Mario & Sonic at the Olympic Games Tokyo 2020 was the final game AlphaDream worked on before it filed for bankruptcy in 2019. Racjin, Yuke's, and Success Corp also worked on the game; Racjin helped develop previous Mario & Sonic games, while Yuke's helped Sega develop Olympic Games Tokyo 2020 - The Official Video Game.A tie-in free-to-start mobile game Sonic at the Olympic Games - Tokyo 2020 was released on May 7, 2020 on iOS and Android. Like its predecessor Sonic at the Olympic Winter Games, it features similar gameplay to the main game, albeit lack of Mario characters and the 2D mode, additional events, and a new story. Despite the delay of the Tokyo Olympic Games from 2020 to 2021 due to the COVID-19 pandemic, the game retained the ""Olympic Games Tokyo 2020"" name for branding purposes.",340
